ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_SALES,REVENUE
10416,47,88.63,6,"4,165.61",5/10/2005,Shipped,2,5,2005,Planes,109.00,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,4165.61,195783.67
10101,45,31.2,3,"1,404.00",1/9/2003,Shipped,1,1,2003,Vintage Cars,33.00,S24_1937,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,1404,63180
10110,20,35.51,3,710.20,3/18/2003,Shipped,1,3,2003,Vintage Cars,33.00,S24_1937,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,710.2,14204
10124,45,37.84,2,"1,702.80",5/21/2003,Shipped,2,5,2003,Vintage Cars,33.00,S24_1937,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,1702.8,76626
10149,36,33.19,7,"1,194.84",9/12/2003,Shipped,3,9,2003,Vintage Cars,33.00,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,1194.84,43014.24
10162,37,27.22,5,"1,007.14",10/18/2003,Shipped,4,10,2003,Vintage Cars,33.00,S24_1937,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1007.14,37264.18
10173,31,31.53,9,977.43,11/5/2003,Shipped,4,11,2003,Vintage Cars,33.00,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,977.43,30300.33
10182,39,36.84,6,"1,436.76",11/12/2003,Shipped,4,11,2003,Vintage Cars,33.00,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1436.76,56033.64
10193,26,29.21,10,759.46,11/21/2003,Shipped,4,11,2003,Vintage Cars,33.00,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,759.46,19745.96
10205,32,37.17,5,"1,189.44",12/3/2003,Shipped,4,12,2003,Vintage Cars,33.00,S24_1937,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1189.44,38062.08
10214,20,34.19,3,683.80,1/26/2004,Shipped,1,1,2004,Vintage Cars,33.00,S24_1937,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Small,683.8,13676
10227,42,29.21,6,"1,226.82",3/2/2004,Shipped,1,3,2004,Vintage Cars,33.00,S24_1937,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,1226.82,51526.44
10243,33,29.54,1,974.82,4/26/2004,Shipped,2,4,2004,Vintage Cars,33.00,S24_1937,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,974.82,32169.06
10280,20,28.88,12,577.60,8/17/2004,Shipped,3,8,2004,Vintage Cars,33.00,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,577.6,11552
10288,29,38.17,1,"1,106.93",9/1/2004,Shipped,3,9,2004,Vintage Cars,33.00,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1106.93,32100.97
10304,23,30.2,16,694.60,10/11/2004,Shipped,4,10,2004,Vintage Cars,33.00,S24_1937,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,694.6,15975.8
10312,39,29.54,13,"1,152.06",10/21/2004,Shipped,4,10,2004,Vintage Cars,33.00,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1152.06,44930.34
10322,20,100,3,"2,624.00",11/4/2004,Shipped,4,11,2004,Vintage Cars,33.00,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2000,40000
10332,45,81.91,6,"3,685.95",11/17/2004,Shipped,4,11,2004,Vintage Cars,33.00,S24_1937,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3685.95,165867.75
10344,20,35.18,6,703.60,11/25/2004,Shipped,4,11,2004,Vintage Cars,33.00,S24_1937,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,703.6,14072
10356,48,100,5,"9,720.00",12/9/2004,Shipped,4,12,2004,Vintage Cars,33.00,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large,4800,230400
10367,23,36.29,13,834.67,1/12/2005,Resolved,1,1,2005,Vintage Cars,33.00,S24_1937,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,834.67,19197.41
10380,32,70.56,4,"2,257.92",2/16/2005,Shipped,1,2,2005,Vintage Cars,33.00,S24_1937,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2257.92,72253.44
10391,33,100,8,"8,344.71",3/9/2005,Shipped,1,3,2005,Vintage Cars,33.00,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,3300,108900
10409,61,29.54,1,"1,801.94",4/23/2005,Shipped,2,4,2005,Vintage Cars,33.00,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1801.94,109918.34
10420,45,26.88,1,"1,209.60",5/29/2005,In Process,2,5,2005,Vintage Cars,33.00,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",LevelNA6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,1209.6,54432
10107,38,83.03,7,"3,155.14",2/24/2003,Shipped,1,2,2003,Motorcycles,76.00,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,3155.14,119895.32
10120,34,83.79,5,"2,848.86",4/29/2003,Shipped,2,4,2003,Motorcycles,76.00,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,LevelNA3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2848.86,96861.24
10134,43,83.03,7,"3,570.29",7/1/2003,Shipped,3,7,2003,Motorcycles,76.00,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,3570.29,153522.47
10145,47,83.03,11,"3,902.41",8/25/2003,Shipped,3,8,2003,Motorcycles,76.00,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,3902.41,183413.27
10158,22,67.03,1,"1,474.66",10/10/2003,Shipped,4,10,2003,Motorcycles,76.00,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,1474.66,32442.52
10168,29,75.41,6,"2,186.89",10/28/2003,Shipped,4,10,2003,Motorcycles,76.00,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2186.89,63419.81
10180,28,68.55,14,"1,919.40",11/11/2003,Shipped,4,11,2003,Motorcycles,76.00,S24_2000,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,1919.4,53743.2
10188,40,91.4,6,"3,656.00",11/18/2003,Shipped,4,11,2003,Motorcycles,76.00,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,3656,146240
10201,25,73.88,7,"1,847.00",12/1/2003,Shipped,4,12,2003,Motorcycles,76.00,S24_2000,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small,1847,46175
10210,30,61.7,4,"1,851.00",1/12/2004,Shipped,1,1,2004,Motorcycles,76.00,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,1851,55530
10223,38,69.31,6,"2,633.78",2/20/2004,Shipped,1,2,2004,Motorcycles,76.00,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,LevelNA3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2633.78,100083.64
10236,36,87.6,3,"3,153.60",4/3/2004,Shipped,2,4,2004,Motorcycles,76.00,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,3153.6,113529.6
10250,32,87.6,1,"2,803.20",5/11/2004,Shipped,2,5,2004,Motorcycles,76.00,S24_2000,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2803.2,89702.4
10263,37,62.46,7,"2,311.02",6/28/2004,Shipped,2,6,2004,Motorcycles,76.00,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2311.02,85507.74
10275,30,79.98,6,"2,399.40",7/23/2004,Shipped,3,7,2004,Motorcycles,76.00,S24_2000,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2399.4,71982
10285,39,70.08,11,"2,733.12",8/27/2004,Shipped,3,8,2004,Motorcycles,76.00,S24_2000,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2733.12,106591.68
10297,32,65.51,1,"2,096.32",9/16/2004,Shipped,3,9,2004,Motorcycles,76.00,S24_2000,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,FloorNANo.NA4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2096.32,67082.24
10308,47,63.22,4,"2,971.34",10/15/2004,Shipped,4,10,2004,Motorcycles,76.00,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small,2971.34,139652.98
10318,26,86.83,6,"2,257.58",11/2/2004,Shipped,4,11,2004,Motorcycles,76.00,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2257.58,58697.08
10329,37,94.43,4,"3,493.91",11/15/2004,Shipped,4,11,2004,Motorcycles,76.00,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,3493.91,129274.67
10340,55,79.98,8,"4,398.90",11/24/2004,Shipped,4,11,2004,Motorcycles,76.00,S24_2000,Enaco Distributors,93 203 4555,"Rambla de Catalu兀, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,4398.9,241939.5
10363,21,100,8,"3,595.62",1/6/2005,Shipped,1,1,2005,Motorcycles,76.00,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2100,44100
10375,23,100,9,"2,443.29",2/3/2005,Shipped,1,2,2005,Motorcycles,76.00,S24_2000,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2300,52900
10389,49,81.4,2,"3,988.60",3/3/2005,Shipped,1,3,2005,Motorcycles,76.00,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,3988.6,195441.4
10402,59,87.6,3,"5,168.40",4/7/2005,Shipped,2,4,2005,Motorcycles,76.00,S24_2000,Auto Canal Petit,1 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,5168.4,304935.6
10416,32,87.6,1,"2,803.20",5/10/2005,Shipped,2,5,2005,Motorcycles,76.00,S24_2000,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2803.2,89702.4
10105,43,100,9,"6,341.21",2/11/2003,Shipped,1,2,2003,Ships,122.00,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,4300,184900
10117,41,100,3,"5,189.78",4/16/2003,Shipped,2,4,2003,Ships,122.00,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,4100,168100
10129,45,100,9,"6,027.75",6/12/2003,Shipped,2,6,2003,Ships,122.00,S24_2011,"Stylish Desk Decors, Co.",171 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,4500,202500
10142,33,100,6,"3,366.00",8/8/2003,Shipped,3,8,2003,Ships,122.00,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3300,108900
10153,40,100,5,"5,456.40",9/28/2003,Shipped,3,9,2003,Ships,122.00,S24_2011,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4000,160000
10167,33,100,16,"3,812.16",10/23/2003,Cancelled,4,10,2003,Ships,122.00,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,3300,108900
10177,50,100,7,"6,083.00",11/7/2003,Shipped,4,11,2003,Ships,122.00,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,5000,250000
10185,30,100,7,"3,170.70",11/14/2003,Shipped,4,11,2003,Ships,122.00,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3000,90000
10197,41,100,13,"4,534.60",11/26/2003,Shipped,4,11,2003,Ships,122.00,S24_2011,Enaco Distributors,93 203 4555,"Rambla de Catalu兀, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,4100,168100
10208,35,100,7,"4,301.15",1/2/2004,Shipped,1,1,2004,Ships,122.00,S24_2011,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,3500,122500
10221,49,100,1,"6,804.63",2/18/2004,Shipped,1,2,2004,Ships,122.00,S24_2011,Petit Auto,02 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,4900,240100
10232,46,100,4,"5,652.94",3/20/2004,Shipped,1,3,2004,Ships,122.00,S24_2011,giftsbymail.co.uk,198 555-8888,Garden House Crowther Way,,Cowes,IsleNNAAofNNAAWight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,4600,211600
10248,48,100,10,"6,960.48",5/7/2004,Cancelled,2,5,2004,Ships,122.00,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,4800,230400
10261,36,100,8,"4,512.60",6/17/2004,Shipped,2,6,2004,Ships,122.00,S24_2011,Quebec Home Shopping Network,514 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,3600,129600
10273,22,100,11,"2,784.76",7/21/2004,Shipped,3,7,2004,Ships,122.00,S24_2011,Petit Auto,02 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2200,48400
10283,42,100,13,"5,316.36",8/20/2004,Shipped,3,8,2004,Ships,122.00,S24_2011,"Royal Canadian Collectables, Ltd.",604 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,4200,176400
10293,21,100,2,"2,941.89",9/9/2004,Shipped,3,9,2004,Ships,122.00,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2100,44100
10306,29,100,7,"3,207.40",10/14/2004,Shipped,4,10,2004,Ships,122.00,S24_2011,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2900,84100
10315,35,100,6,"4,215.05",10/29/2004,Shipped,4,10,2004,Ships,122.00,S24_2011,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3500,122500
10326,41,100,4,"4,333.29",11/9/2004,Shipped,4,11,2004,Ships,122.00,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,4100,168100
10337,29,71.97,4,"2,087.13",11/21/2004,Shipped,4,11,2004,Ships,122.00,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,SuiteNA750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,2087.13,60526.77
10350,34,50.33,7,"1,711.22",12/2/2004,Shipped,4,12,2004,Ships,122.00,S24_2011,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1711.22,58181.48
10372,37,100,8,"3,910.53",1/26/2005,Shipped,1,1,2005,Ships,122.00,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,3700,136900
10384,28,80.54,3,"2,255.12",2/23/2005,Shipped,1,2,2005,Ships,122.00,S24_2011,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,2255.12,63143.36
10396,49,100,6,"5,720.75",3/23/2005,Shipped,1,3,2005,Ships,122.00,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4900,240100
10414,23,100,10,"3,335.23",5/6/2005,On Hold,2,5,2005,Ships,122.00,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,2300,52900
10101,46,53.76,2,"2,472.96",1/9/2003,Shipped,1,1,2003,Vintage Cars,44.00,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2472.96,113756.16
10110,39,44.35,2,"1,729.65",3/18/2003,Shipped,1,3,2003,Vintage Cars,44.00,S24_2022,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,1729.65,67456.35
10124,22,45.25,1,995.50,5/21/2003,Shipped,2,5,2003,Vintage Cars,44.00,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,995.5,21901
10149,49,49.28,6,"2,414.72",9/12/2003,Shipped,3,9,2003,Vintage Cars,44.00,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,2414.72,118321.28
10162,43,36.29,4,"1,560.47",10/18/2003,Shipped,4,10,2003,Vintage Cars,44.00,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1560.47,67100.21
10173,27,41.22,8,"1,112.94",11/5/2003,Shipped,4,11,2003,Vintage Cars,44.00,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,1112.94,30049.38
10182,31,36.74,5,"1,138.94",11/12/2003,Shipped,4,11,2003,Vintage Cars,44.00,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1138.94,35307.14
10193,20,50.62,9,"1,012.40",11/21/2003,Shipped,4,11,2003,Vintage Cars,44.00,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,1012.4,20248
10205,24,38.08,4,913.92,12/3/2003,Shipped,4,12,2003,Vintage Cars,44.00,S24_2022,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,913.92,21934.08
10214,49,47.94,2,"2,349.06",1/26/2004,Shipped,1,1,2004,Vintage Cars,44.00,S24_2022,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Small,2349.06,115103.94
10227,24,48.38,5,"1,161.12",3/2/2004,Shipped,1,3,2004,Vintage Cars,44.00,S24_2022,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,1161.12,27866.88
10244,39,45.25,9,"1,764.75",4/29/2004,Shipped,2,4,2004,Vintage Cars,44.00,S24_2022,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1764.75,68825.25
10255,37,45.7,2,"1,690.90",6/4/2004,Shipped,2,6,2004,Vintage Cars,44.00,S24_2022,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,1690.9,62563.3
10280,45,47.49,11,"2,137.05",8/17/2004,Shipped,3,8,2004,Vintage Cars,44.00,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2137.05,96167.25
10289,45,48.38,4,"2,177.10",9/3/2004,Shipped,3,9,2004,Vintage Cars,44.00,S24_2022,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2177.1,97969.5
10304,44,39.42,15,"1,734.48",10/11/2004,Shipped,4,10,2004,Vintage Cars,44.00,S24_2022,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,1734.48,76317.12
10312,23,37.63,12,865.49,10/21/2004,Shipped,4,10,2004,Vintage Cars,44.00,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,865.49,19906.27
10322,30,100,4,"3,500.10",11/4/2004,Shipped,4,11,2004,Vintage Cars,44.00,S24_2022,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3000,90000
10332,26,85.52,10,"2,223.52",11/17/2004,Shipped,4,11,2004,Vintage Cars,44.00,S24_2022,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2223.52,57811.52
10345,43,53.76,1,"2,311.68",11/25/2004,Shipped,4,11,2004,Vintage Cars,44.00,S24_2022,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,2311.68,99402.24
10356,26,31.86,7,828.36,12/9/2004,Shipped,4,12,2004,Vintage Cars,44.00,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,828.36,21537.36
10367,28,30.59,12,856.52,1/12/2005,Resolved,1,1,2005,Vintage Cars,44.00,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,856.52,23982.56
10380,27,68.35,5,"1,845.45",2/16/2005,Shipped,1,2,2005,Vintage Cars,44.00,S24_2022,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1845.45,49827.15
10391,24,100,1,"4,042.08",3/9/2005,Shipped,1,3,2005,Vintage Cars,44.00,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2400,57600
10421,40,45.7,2,"1,828.00",5/29/2005,In Process,2,5,2005,Vintage Cars,44.00,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1828,73120
10103,36,100,1,"3,680.28",1/29/2003,Shipped,1,1,2003,Trucks and Buses,127.00,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3600,129600
10114,21,100,5,"2,925.09",4/1/2003,Shipped,2,4,2003,Trucks and Buses,127.00,S24_2300,"La Corne D'abondance, Co.",1 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,2100,44100
10126,27,100,1,"3,415.77",5/28/2003,Shipped,2,5,2003,Trucks and Buses,127.00,S24_2300,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Medium,2700,72900
10140,47,100,1,"5,105.14",7/24/2003,Shipped,3,7,2003,Trucks and Buses,127.00,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,4700,220900
10151,42,100,8,"5,098.80",9/21/2003,Shipped,3,9,2003,Trucks and Buses,127.00,S24_2300,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,4200,176400
10165,32,100,17,"4,661.76",10/22/2003,Shipped,4,10,2003,Trucks and Buses,127.00,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3200,102400
